Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Sales Method,cluster,Sales_Level
West Gear,1128299,1/30/2021,West,California,San Francisco,Men's Street Footwear,36.0,289,1040,343.0,Outlet,0,High
Kohl's,1189833,5/7/2021,West,California,Los Angeles,Men's Street Footwear,38.0,289,1098,505.0,Outlet,0,High
Foot Locker,1185732,7/16/2021,South,Mississippi,Jackson,Men's Street Footwear,47.0,289,1358,625.0,Outlet,0,High
Foot Locker,1185732,2/8/2020,Northeast,New York,New York,Women's Street Footwear,36.0,288,1037,435.0,Outlet,0,High
Foot Locker,1185732,3/8/2020,Northeast,New York,New York,Men's Apparel,45.0,288,1296,441.0,Outlet,0,High
Kohl's,1189833,5/26/2021,West,California,Los Angeles,Men's Athletic Footwear,42.0,288,1210,339.0,Outlet,0,High
West Gear,1185732,2/10/2021,Southeast,Florida,Orlando,Men's Street Footwear,36.0,288,1037,487.0,Outlet,0,High
Foot Locker,1185732,9/5/2021,Southeast,South Carolina,Charleston,Men's Street Footwear,51.0,287,1464,849.0,Online,0,High
Walmart,1197831,8/13/2020,South,Texas,Houston,Men's Athletic Footwear,30.0,287,861,362.0,Outlet,0,High
West Gear,1128299,1/24/2021,West,California,San Francisco,Men's Street Footwear,40.0,287,1148,402.0,Outlet,0,High
West Gear,1128299,1/25/2021,West,California,San Francisco,Men's Athletic Footwear,42.0,287,1205,205.0,Outlet,0,High
Foot Locker,1185732,3/15/2020,Northeast,New York,New York,Women's Apparel,61.0,286,1745,698.0,Online,1,Low
Walmart,1185732,5/5/2020,Northeast,New York,New York,Women's Street Footwear,54.0,285,1539,723.0,Online,0,High
Walmart,1197831,10/27/2020,South,Texas,Houston,Men's Athletic Footwear,44.0,285,1254,602.0,Online,0,High
Sports Direct,1197831,4/23/2021,South,Tennessee,Knoxville,Women's Street Footwear,46.0,285,1311,787.0,Online,0,High
Walmart,1197831,8/25/2020,South,Texas,Houston,Men's Athletic Footwear,32.0,285,912,383.0,Outlet,0,High
Kohl's,1189833,4/25/2021,West,California,Los Angeles,Men's Street Footwear,30.0,285,855,402.0,Outlet,0,High
Foot Locker,1185732,9/23/2020,Southeast,Florida,Miami,Men's Street Footwear,53.0,284,1505,828.0,Online,0,High
Foot Locker,1185732,4/6/2021,Southeast,South Carolina,Charleston,Men's Street Footwear,33.0,283,934,532.0,Online,0,High
Foot Locker,1185732,5/5/2021,Southeast,South Carolina,Charleston,Men's Street Footwear,48.0,282,1354,744.0,Online,0,High
Foot Locker,1185732,1/4/2020,Northeast,New York,New York,Women's Athletic Footwear,36.0,281,1012,374.0,Outlet,0,High
Foot Locker,1185732,2/4/2020,Northeast,New York,New York,Men's Apparel,44.0,281,1236,445.0,Outlet,0,High
Walmart,1197831,10/22/2020,South,Texas,Houston,Women's Street Footwear,34.0,281,955,373.0,Outlet,0,High
West Gear,1128299,1/8/2021,West,California,San Francisco,Women's Street Footwear,42.0,281,1180,531.0,Outlet,0,High
Sports Direct,1197831,10/16/2021,South,Texas,Dallas,Men's Street Footwear,46.0,281,1293,608.0,Outlet,0,High
Foot Locker,1185732,1/9/2021,Southeast,Georgia,Atlanta,Women's Apparel,30.0,281,843,447.0,Outlet,0,High
Walmart,1185732,4/24/2020,Northeast,New York,New York,Women's Apparel,59.0,280,1652,661.0,Online,1,Low
Foot Locker,1185732,2/10/2020,Northeast,New York,New York,Men's Apparel,47.0,280,1316,461.0,Outlet,0,High
Walmart,1185732,5/1/2020,Northeast,New York,New York,Men's Apparel,47.0,280,1316,474.0,Outlet,0,High
West Gear,1128299,1/31/2021,West,California,San Francisco,Men's Athletic Footwear,39.0,280,1092,197.0,Outlet,0,High
Sports Direct,1197831,9/11/2021,South,Texas,Dallas,Men's Athletic Footwear,40.0,280,1120,459.0,Outlet,0,High
Sports Direct,1197831,9/15/2021,South,Texas,Dallas,Women's Apparel,42.0,280,1176,647.0,Outlet,0,High
Sports Direct,1197831,9/5/2021,South,Alabama,Birmingham,Women's Apparel,36.0,280,1008,645.0,Outlet,0,High
Sports Direct,1197831,9/11/2021,South,Alabama,Birmingham,Women's Apparel,47.0,280,1316,921.0,Outlet,0,High
Walmart,1128299,12/16/2021,Southeast,Florida,Orlando,Men's Street Footwear,58.0,280,1624,585.0,Outlet,1,Low
Walmart,1185732,4/17/2020,Northeast,New York,New York,Men's Apparel,43.0,279,1200,396.0,Outlet,0,High
Walmart,1185732,5/7/2020,Northeast,New York,New York,Men's Apparel,48.0,279,1339,496.0,Outlet,0,High
Foot Locker,1185732,3/6/2020,Northeast,New York,New York,Women's Street Footwear,46.0,278,1279,614.0,Online,0,High
Foot Locker,1185732,9/22/2020,Southeast,Florida,Miami,Women's Apparel,56.0,278,1557,950.0,Online,0,High
Foot Locker,1185732,8/6/2021,Southeast,South Carolina,Charleston,Women's Apparel,58.0,278,1612,984.0,Online,0,High
Foot Locker,1185732,11/6/2021,Southeast,South Carolina,Charleston,Men's Street Footwear,50.0,278,1390,792.0,Online,0,High
Foot Locker,1185732,3/14/2020,Northeast,New York,New York,Men's Apparel,46.0,278,1279,435.0,Outlet,0,High
West Gear,1128299,1/19/2021,West,California,San Francisco,Men's Athletic Footwear,47.0,278,1307,287.0,Outlet,0,High
Sports Direct,1197831,9/14/2021,South,Alabama,Birmingham,Women's Street Footwear,36.0,278,1001,530.0,Outlet,0,High
West Gear,1197831,7/6/2021,West,Idaho,Boise,Women's Street Footwear,34.0,278,945,397.0,Outlet,0,High
West Gear,1128299,1/12/2021,West,California,San Francisco,Men's Street Footwear,56.0,277,1551,698.0,Online,0,High
Foot Locker,1185732,1/21/2020,Northeast,New York,New York,Women's Street Footwear,36.0,276,994,467.0,Online,0,High
Walmart,1197831,8/17/2020,South,Texas,Houston,Women's Apparel,37.0,276,1021,643.0,Online,0,High
Sports Direct,1185732,3/2/2021,Southeast,North Carolina,Charlotte,Men's Street Footwear,28.0,276,773,417.0,Online,0,High
Sports Direct,1197831,8/23/2021,South,Alabama,Birmingham,Men's Apparel,25.0,275,6875,2750.0,Outlet,0,High
Foot Locker,1185732,1/18/2021,Midwest,Michigan,Detroit,Women's Athletic Footwear,25.0,275,6875,2750.0,In-store,0,High
Foot Locker,1185732,4/18/2021,Midwest,Missouri,St. Louis,Men's Athletic Footwear,30.0,275,8250,2888.0,In-store,0,High
Foot Locker,1185732,4/18/2021,Midwest,Missouri,St. Louis,Women's Street Footwear,20.0,275,5500,1925.0,In-store,0,High
Foot Locker,1185732,9/19/2021,Midwest,Missouri,St. Louis,Women's Athletic Footwear,15.0,275,4125,1650.0,In-store,0,High
Foot Locker,1185732,9/19/2021,Midwest,Missouri,St. Louis,Men's Apparel,25.0,275,6875,2406.0,In-store,0,High
West Gear,1185732,5/12/2021,West,Utah,Salt Lake City,Women's Athletic Footwear,25.0,275,6875,2750.0,In-store,0,High
West Gear,1185732,10/11/2021,West,Utah,Salt Lake City,Women's Athletic Footwear,20.0,275,5500,2200.0,In-store,0,High
West Gear,1185732,10/11/2021,West,Utah,Salt Lake City,Men's Apparel,30.0,275,8250,2888.0,In-store,0,High
Foot Locker,1185732,3/16/2021,South,Mississippi,Jackson,Women's Athletic Footwear,20.0,275,5500,2200.0,Online,0,High
Walmart,1197831,10/21/2021,South,Arkansas,Little Rock,Women's Athletic Footwear,20.0,275,5500,2200.0,Online,0,High
Walmart,1197831,10/21/2021,South,Arkansas,Little Rock,Men's Apparel,30.0,275,8250,2888.0,Online,0,High
West Gear,1197831,2/21/2021,South,Arkansas,Little Rock,Men's Athletic Footwear,25.0,275,6875,2406.0,Online,0,High
West Gear,1197831,3/19/2021,South,Oklahoma,Oklahoma City,Women's Street Footwear,10.0,275,2750,1100.0,Online,0,High
West Gear,1197831,3/19/2021,South,Oklahoma,Oklahoma City,Women's Apparel,25.0,275,6875,2750.0,Online,0,High
West Gear,1197831,9/19/2021,South,Oklahoma,Oklahoma City,Women's Street Footwear,15.0,275,4125,1650.0,Online,0,High
Foot Locker,1197831,11/13/2021,Midwest,Kansas,Wichita,Men's Athletic Footwear,15.0,275,4125,1444.0,Online,0,High
Foot Locker,1185732,1/12/2021,Midwest,Kansas,Wichita,Women's Street Footwear,30.0,275,8250,2475.0,Online,0,High
Sports Direct,1185732,1/9/2021,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,25.0,275,6875,2063.0,Online,0,High
Sports Direct,1185732,2/9/2021,Midwest,North Dakota,Fargo,Women's Apparel,25.0,275,6875,2750.0,Online,0,High
Foot Locker,1185732,6/6/2021,Midwest,Iowa,Des Moines,Men's Athletic Footwear,30.0,275,8250,2888.0,In-store,0,High
Foot Locker,1185732,9/7/2021,Midwest,Iowa,Des Moines,Men's Athletic Footwear,30.0,275,8250,2888.0,In-store,0,High
West Gear,1185732,3/9/2021,Midwest,Indiana,Indianapolis,Women's Street Footwear,15.0,275,4125,1444.0,In-store,0,High
West Gear,1185732,3/9/2021,Midwest,Indiana,Indianapolis,Women's Apparel,25.0,275,6875,2750.0,In-store,0,High
West Gear,1185732,9/11/2021,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,30.0,275,8250,3300.0,In-store,0,High
West Gear,1185732,3/16/2021,Northeast,West Virginia,Charleston,Men's Athletic Footwear,30.0,275,8250,3300.0,In-store,0,High
Foot Locker,1185732,2/15/2021,Northeast,Maryland,Baltimore,Women's Street Footwear,30.0,275,8250,3300.0,In-store,0,High
Foot Locker,1185732,3/13/2021,Northeast,Delaware,Wilmington,Women's Street Footwear,30.0,275,8250,3300.0,In-store,0,High
Kohl's,1185732,1/10/2021,Northeast,Delaware,Wilmington,Women's Street Footwear,25.0,275,6875,2750.0,In-store,0,High
Walmart,1185732,4/28/2020,Northeast,New York,New York,Men's Athletic Footwear,53.0,273,1447,622.0,Online,0,High
West Gear,1128299,1/6/2021,West,California,San Francisco,Men's Street Footwear,56.0,273,1529,764.0,Online,0,High
West Gear,1128299,1/18/2021,West,California,San Francisco,Men's Street Footwear,62.0,273,1693,779.0,Online,1,Low
West Gear,1128299,2/12/2021,West,California,San Francisco,Men's Athletic Footwear,58.0,273,1583,428.0,Online,0,High
Sports Direct,1197831,9/24/2021,South,Texas,Dallas,Women's Street Footwear,46.0,273,1256,691.0,Online,0,High
Foot Locker,1185732,8/6/2020,West,Washington,Seattle,Men's Street Footwear,44.0,273,1201,661.0,Online,0,High
Foot Locker,1185732,6/7/2021,Southeast,South Carolina,Charleston,Men's Street Footwear,51.0,273,1392,780.0,Online,0,High
Walmart,1197831,8/11/2020,South,Texas,Houston,Women's Apparel,27.0,272,734,404.0,Outlet,0,High
Walmart,1197831,9/11/2020,South,Texas,Houston,Men's Street Footwear,31.0,272,843,329.0,Outlet,0,High
West Gear,1128299,11/13/2020,West,California,San Francisco,Men's Street Footwear,36.0,272,979,382.0,Outlet,0,High
Kohl's,1189833,4/26/2021,West,California,Los Angeles,Men's Athletic Footwear,37.0,272,1006,292.0,Outlet,0,High
Kohl's,1189833,5/19/2021,West,California,Los Angeles,Men's Street Footwear,40.0,272,1088,500.0,Outlet,0,High
Sports Direct,1197831,9/21/2021,South,Texas,Dallas,Women's Apparel,47.0,272,1278,729.0,Outlet,0,High
Sports Direct,1197831,4/15/2021,South,Tennessee,Knoxville,Men's Street Footwear,29.0,272,789,394.0,Outlet,0,High
Sports Direct,1197831,4/20/2021,South,Tennessee,Knoxville,Women's Apparel,38.0,272,1034,641.0,Outlet,0,High
Walmart,1128299,6/17/2021,Southeast,Florida,Orlando,Men's Street Footwear,50.0,272,1360,435.0,Outlet,0,High
Walmart,1128299,8/17/2021,Southeast,Florida,Orlando,Men's Athletic Footwear,60.0,272,1632,441.0,Outlet,1,Low
West Gear,1185732,1/12/2021,Southeast,Florida,Orlando,Men's Street Footwear,30.0,272,816,416.0,Outlet,0,High
Foot Locker,1128299,7/23/2021,Southeast,Virginia,Richmond,Men's Street Footwear,60.0,272,1632,604.0,Outlet,1,Low
Foot Locker,1128299,8/24/2021,Southeast,Virginia,Richmond,Men's Street Footwear,67.0,272,1822,729.0,Outlet,1,Low
West Gear,1128299,12/16/2021,South,Louisiana,New Orleans,Men's Street Footwear,46.0,272,1251,576.0,Outlet,0,High
West Gear,1128299,11/3/2020,South,Texas,Houston,Women's Street Footwear,33.0,271,894,376.0,Outlet,0,High
West Gear,1128299,12/25/2020,West,California,San Francisco,Men's Street Footwear,40.0,271,1084,412.0,Outlet,0,High
West Gear,1128299,2/14/2021,West,California,San Francisco,Women's Athletic Footwear,40.0,271,1084,325.0,Outlet,0,High
Sports Direct,1197831,4/8/2021,South,Tennessee,Knoxville,Women's Apparel,31.0,271,840,496.0,Outlet,0,High
Sports Direct,1197831,4/22/2021,South,Tennessee,Knoxville,Men's Athletic Footwear,44.0,271,1192,608.0,Outlet,0,High
West Gear,1197831,7/6/2021,West,Idaho,Boise,Men's Athletic Footwear,40.0,271,1084,466.0,Outlet,0,High
Walmart,1197831,7/19/2021,South,Arkansas,Little Rock,Men's Street Footwear,39.0,271,1057,444.0,Outlet,0,High
Foot Locker,1185732,3/5/2020,Northeast,New York,New York,Men's Athletic Footwear,54.0,270,1458,598.0,Online,0,High
Walmart,1185732,4/17/2020,Northeast,New York,New York,Men's Apparel,54.0,270,1458,656.0,Online,0,High
Walmart,1185732,4/20/2020,Northeast,New York,New York,Men's Athletic Footwear,50.0,270,1350,594.0,Online,0,High
Kohl's,1189833,4/19/2021,West,California,Los Angeles,Men's Street Footwear,44.0,270,1188,653.0,Online,0,High
Sports Direct,1185732,9/29/2020,Southeast,Florida,Miami,Men's Street Footwear,56.0,270,1512,907.0,Online,0,High
West Gear,1128299,7/16/2021,South,Louisiana,New Orleans,Men's Street Footwear,86.0,270,2322,1231.0,Online,1,Low
Foot Locker,1185732,7/5/2021,Southeast,South Carolina,Charleston,Men's Athletic Footwear,58.0,270,1566,767.0,Online,0,High
Foot Locker,1185732,3/13/2020,Northeast,New York,New York,Women's Athletic Footwear,35.0,270,945,350.0,Outlet,0,High
Walmart,1185732,4/30/2020,Northeast,New York,New York,Women's Athletic Footwear,41.0,270,1107,410.0,Outlet,0,High
Sports Direct,1197831,7/19/2020,Northeast,New York,New York,Men's Street Footwear,20.0,270,540,211.0,Outlet,0,High
Sports Direct,1197831,7/20/2020,Northeast,New York,New York,Men's Athletic Footwear,26.0,270,702,260.0,Outlet,0,High
Walmart,1197831,9/4/2020,South,Texas,Houston,Women's Apparel,39.0,270,1053,569.0,Outlet,0,High
Walmart,1197831,10/20/2020,South,Texas,Houston,Men's Street Footwear,34.0,270,918,349.0,Outlet,0,High
West Gear,1128299,12/31/2020,West,California,San Francisco,Men's Street Footwear,44.0,270,1188,523.0,Outlet,0,High
Walmart,1185732,4/21/2020,Northeast,New York,New York,Women's Street Footwear,47.0,268,1260,592.0,Online,0,High
Walmart,1197831,8/12/2020,South,Texas,Houston,Men's Street Footwear,29.0,268,777,373.0,Online,0,High
Walmart,1197831,8/30/2020,South,Texas,Houston,Men's Street Footwear,37.0,268,992,486.0,Online,0,High
West Gear,1128299,1/25/2021,West,California,San Francisco,Men's Athletic Footwear,56.0,268,1501,420.0,Online,0,High
Foot Locker,1185732,8/18/2020,Southeast,Florida,Miami,Men's Street Footwear,41.0,268,1099,659.0,Online,0,High
Sports Direct,1197831,9/14/2021,South,Alabama,Birmingham,Women's Street Footwear,51.0,268,1367,820.0,Online,0,High
Foot Locker,1185732,3/11/2020,Northeast,New York,New York,Men's Athletic Footwear,53.0,267,1415,594.0,Online,0,High
Foot Locker,1185732,3/5/2021,Southeast,South Carolina,Charleston,Men's Street Footwear,33.0,265,875,507.0,Online,0,High
Walmart,1197831,8/20/2020,South,Texas,Houston,Women's Street Footwear,27.0,264,713,285.0,Outlet,0,High
Walmart,1197831,9/5/2020,South,Texas,Houston,Men's Street Footwear,33.0,264,871,366.0,Outlet,0,High
West Gear,1128299,11/1/2020,South,Texas,Houston,Men's Street Footwear,30.0,264,792,309.0,Outlet,0,High
West Gear,1128299,1/14/2021,West,California,San Francisco,Women's Street Footwear,46.0,264,1214,486.0,Outlet,0,High
West Gear,1128299,1/17/2021,West,California,San Francisco,Women's Apparel,56.0,264,1478,281.0,Outlet,0,High
West Gear,1128299,1/29/2021,West,California,San Francisco,Women's Apparel,51.0,264,1346,202.0,Outlet,0,High
Kohl's,1189833,3/19/2021,West,California,Los Angeles,Men's Street Footwear,24.0,264,634,279.0,Outlet,0,High
Kohl's,1189833,4/24/2021,West,California,Los Angeles,Women's Apparel,48.0,264,1267,279.0,Outlet,0,High
Kohl's,1189833,5/2/2021,West,California,Los Angeles,Men's Athletic Footwear,41.0,264,1082,336.0,Outlet,0,High
Kohl's,1189833,5/8/2021,West,California,Los Angeles,Men's Athletic Footwear,39.0,264,1030,278.0,Outlet,0,High
Kohl's,1189833,5/14/2021,West,California,Los Angeles,Men's Athletic Footwear,43.0,264,1135,341.0,Outlet,0,High
Kohl's,1189833,5/20/2021,West,California,Los Angeles,Men's Athletic Footwear,42.0,264,1109,333.0,Outlet,0,High
Sports Direct,1197831,9/9/2021,South,Texas,Dallas,Women's Apparel,34.0,264,898,467.0,Outlet,0,High
Sports Direct,1197831,9/17/2021,South,Texas,Dallas,Men's Athletic Footwear,34.0,264,898,377.0,Outlet,0,High
Sports Direct,1197831,4/16/2021,South,Tennessee,Knoxville,Men's Athletic Footwear,30.0,264,792,396.0,Outlet,0,High
Sports Direct,1197831,5/16/2021,South,Tennessee,Knoxville,Men's Athletic Footwear,37.0,264,977,479.0,Outlet,0,High
Sports Direct,1197831,9/7/2021,South,Alabama,Birmingham,Men's Athletic Footwear,37.0,264,977,537.0,Outlet,0,High
West Gear,1197831,7/6/2021,West,Idaho,Boise,Men's Street Footwear,35.0,264,924,425.0,Outlet,0,High
Foot Locker,1197831,7/6/2021,West,Idaho,Boise,Women's Apparel,51.0,264,1346,794.0,Outlet,0,High
Foot Locker,1185732,1/9/2021,Southeast,Georgia,Atlanta,Women's Street Footwear,24.0,264,634,203.0,Outlet,0,High
Walmart,1185732,5/2/2020,Northeast,New York,New York,Women's Apparel,66.0,263,1736,642.0,Online,1,Low
West Gear,1128299,2/5/2021,West,California,San Francisco,Men's Street Footwear,52.0,263,1368,602.0,Online,0,High
Sports Direct,1197831,9/15/2021,South,Texas,Dallas,Women's Apparel,53.0,263,1394,878.0,Online,0,High
Sports Direct,1197831,4/17/2021,South,Tennessee,Knoxville,Women's Street Footwear,36.0,263,947,568.0,Online,0,High
West Gear,1185732,6/10/2021,Northeast,New York,Albany,Men's Street Footwear,59.0,263,1552,869.0,Online,0,High
Sports Direct,1185732,8/16/2021,Midwest,Michigan,Detroit,Men's Street Footwear,55.0,263,1447,926.0,Online,0,High
Sports Direct,1185732,2/4/2021,Southeast,South Carolina,Charleston,Men's Street Footwear,34.0,263,894,447.0,Online,0,High
Sports Direct,1185732,4/3/2021,Southeast,North Carolina,Charlotte,Men's Street Footwear,27.0,263,710,383.0,Online,0,High
Sports Direct,1185732,7/2/2021,Southeast,North Carolina,Charlotte,Women's Apparel,64.0,263,1683,1060.0,Online,1,Low
Sports Direct,1197831,8/1/2020,South,Texas,Houston,Men's Athletic Footwear,30.0,263,789,308.0,Outlet,0,High
Walmart,1197831,8/21/2020,South,Texas,Houston,Women's Athletic Footwear,26.0,263,684,328.0,Outlet,0,High
West Gear,1128299,1/13/2021,West,California,San Francisco,Men's Athletic Footwear,49.0,263,1289,309.0,Outlet,0,High
West Gear,1128299,1/22/2021,West,California,San Francisco,Men's Apparel,59.0,263,1552,884.0,Outlet,0,High
West Gear,1128299,2/5/2021,West,California,San Francisco,Men's Street Footwear,39.0,263,1026,359.0,Outlet,0,High
Sports Direct,1197831,8/30/2021,South,Alabama,Birmingham,Women's Apparel,36.0,263,947,625.0,Outlet,0,High
Walmart,1128299,7/16/2021,Southeast,Florida,Orlando,Men's Athletic Footwear,74.0,263,1946,545.0,Outlet,1,Low
West Gear,1197831,6/4/2021,West,Idaho,Boise,Men's Athletic Footwear,35.0,263,921,377.0,Outlet,0,High
Foot Locker,1185732,6/18/2021,South,Mississippi,Jackson,Men's Street Footwear,31.0,263,815,359.0,Outlet,0,High
Foot Locker,1185732,1/8/2020,Northeast,New York,New York,Men's Athletic Footwear,46.0,261,1201,528.0,Online,0,High
Foot Locker,1185732,2/8/2020,Northeast,New York,New York,Women's Street Footwear,46.0,261,1201,564.0,Online,0,High
Foot Locker,1185732,3/7/2020,Northeast,New York,New York,Women's Athletic Footwear,47.0,261,1227,552.0,Online,0,High
Walmart,1185732,5/7/2020,Northeast,New York,New York,Men's Apparel,60.0,261,1566,673.0,Online,0,High
Walmart,1197831,10/31/2020,South,Texas,Houston,Women's Apparel,53.0,261,1383,858.0,Online,0,High
Walmart,1128299,7/16/2021,Southeast,Florida,Orlando,Men's Street Footwear,83.0,261,2166,953.0,Online,1,Low
West Gear,1185732,5/8/2021,Northeast,New York,Albany,Men's Street Footwear,50.0,261,1305,783.0,Online,0,High
Foot Locker,1185732,1/2/2020,Northeast,New York,New York,Men's Athletic Footwear,47.0,260,1222,513.0,Online,0,High
Foot Locker,1185732,1/6/2020,Northeast,New York,New York,Women's Apparel,46.0,260,1196,443.0,Online,0,High
Foot Locker,1185732,1/26/2020,Northeast,New York,New York,Men's Athletic Footwear,48.0,259,1243,535.0,Online,0,High
