InvoiceDate,Retailer,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Sales Method,Sales_Level,month_year
22323,West Gear,West,California,San Francisco,Men's Athletic Footwear,58,273,1583,428,Online,High,22281
22547,Sports Direct,South,Texas,Dallas,Women's Street Footwear,46,273,1256,691,Online,High,22281
22133,Foot Locker,West,Washington,Seattle,Men's Street Footwear,44,273,1201,661,Online,Low,21915
22438,Foot Locker,Southeast,South Carolina,Charleston,Men's Street Footwear,51,273,1392,780,Online,High,22281
22138,Walmart,South,Texas,Houston,Women's Apparel,27,272,734,404,Outlet,High,21915
22169,Walmart,South,Texas,Houston,Men's Street Footwear,31,272,843,329,Outlet,Low,21915
22396,Kohl's,West,California,Los Angeles,Men's Athletic Footwear,37,272,1006,292,Outlet,High,22281
22419,Kohl's,West,California,Los Angeles,Men's Street Footwear,40,272,1088,500,Outlet,High,22281
22544,Sports Direct,South,Texas,Dallas,Women's Apparel,47,272,1278,729,Outlet,High,22281
22385,Sports Direct,South,Tennessee,Knoxville,Men's Street Footwear,29,272,789,394,Outlet,High,22281
22390,Sports Direct,South,Tennessee,Knoxville,Women's Apparel,38,272,1034,641,Outlet,Low,22281
22448,Walmart,Southeast,Florida,Orlando,Men's Street Footwear,50,272,1360,435,Outlet,High,22281
22509,Walmart,Southeast,Florida,Orlando,Men's Athletic Footwear,60,272,1632,441,Outlet,High,22281
22292,West Gear,Southeast,Florida,Orlando,Men's Street Footwear,30,272,816,416,Outlet,High,22281
22484,Foot Locker,Southeast,Virginia,Richmond,Men's Street Footwear,60,272,1632,604,Outlet,High,22281
22516,Foot Locker,Southeast,Virginia,Richmond,Men's Street Footwear,67,272,1822,729,Outlet,Low,22281
22222,West Gear,South,Texas,Houston,Women's Street Footwear,33,271,894,376,Outlet,Low,21915
22325,West Gear,West,California,San Francisco,Women's Athletic Footwear,40,271,1084,325,Outlet,High,22281
22378,Sports Direct,South,Tennessee,Knoxville,Women's Apparel,31,271,840,496,Outlet,High,22281
22392,Sports Direct,South,Tennessee,Knoxville,Men's Athletic Footwear,44,271,1192,608,Outlet,High,22281
22467,West Gear,West,Idaho,Boise,Men's Athletic Footwear,40,271,1084,466,Outlet,Low,22281
22480,Walmart,South,Arkansas,Little Rock,Men's Street Footwear,39,271,1057,444,Outlet,Low,22281
21979,Foot Locker,Northeast,New York,New York,Men's Athletic Footwear,54,270,1458,598,Online,Low,21915
22022,Walmart,Northeast,New York,New York,Men's Apparel,54,270,1458,656,Online,High,21915
22025,Walmart,Northeast,New York,New York,Men's Athletic Footwear,50,270,1350,594,Online,High,21915
22389,Kohl's,West,California,Los Angeles,Men's Street Footwear,44,270,1188,653,Online,Low,22281
22187,Sports Direct,Southeast,Florida,Miami,Men's Street Footwear,56,270,1512,907,Online,Low,21915
22477,West Gear,South,Louisiana,New Orleans,Men's Street Footwear,86,270,2322,1231,Online,High,22281
22466,Foot Locker,Southeast,South Carolina,Charleston,Men's Athletic Footwear,58,270,1566,767,Online,High,22281
21987,Foot Locker,Northeast,New York,New York,Women's Athletic Footwear,35,270,945,350,Outlet,Low,21915
22035,Walmart,Northeast,New York,New York,Women's Athletic Footwear,41,270,1107,410,Outlet,High,21915
22115,Sports Direct,Northeast,New York,New York,Men's Street Footwear,20,270,540,211,Outlet,Low,21915
22116,Sports Direct,Northeast,New York,New York,Men's Athletic Footwear,26,270,702,260,Outlet,Low,21915
22162,Walmart,South,Texas,Houston,Women's Apparel,39,270,1053,569,Outlet,High,21915
22026,Walmart,Northeast,New York,New York,Women's Street Footwear,47,268,1260,592,Online,Low,21915
22139,Walmart,South,Texas,Houston,Men's Street Footwear,29,268,777,373,Online,High,21915
22157,Walmart,South,Texas,Houston,Men's Street Footwear,37,268,992,486,Online,High,21915
22305,West Gear,West,California,San Francisco,Men's Athletic Footwear,56,268,1501,420,Online,High,22281
22145,Foot Locker,Southeast,Florida,Miami,Men's Street Footwear,41,268,1099,659,Online,High,21915
22537,Sports Direct,South,Alabama,Birmingham,Women's Street Footwear,51,268,1367,820,Online,Low,22281
21985,Foot Locker,Northeast,New York,New York,Men's Athletic Footwear,53,267,1415,594,Online,High,21915
22344,Foot Locker,Southeast,South Carolina,Charleston,Men's Street Footwear,33,265,875,507,Online,Low,22281
22147,Walmart,South,Texas,Houston,Women's Street Footwear,27,264,713,285,Outlet,High,21915
22163,Walmart,South,Texas,Houston,Men's Street Footwear,33,264,871,366,Outlet,High,21915
22220,West Gear,South,Texas,Houston,Men's Street Footwear,30,264,792,309,Outlet,High,21915
22294,West Gear,West,California,San Francisco,Women's Street Footwear,46,264,1214,486,Outlet,High,22281
22297,West Gear,West,California,San Francisco,Women's Apparel,56,264,1478,281,Outlet,Low,22281
22309,West Gear,West,California,San Francisco,Women's Apparel,51,264,1346,202,Outlet,High,22281
22358,Kohl's,West,California,Los Angeles,Men's Street Footwear,24,264,634,279,Outlet,High,22281
22394,Kohl's,West,California,Los Angeles,Women's Apparel,48,264,1267,279,Outlet,High,22281
22402,Kohl's,West,California,Los Angeles,Men's Athletic Footwear,41,264,1082,336,Outlet,High,22281
22408,Kohl's,West,California,Los Angeles,Men's Athletic Footwear,39,264,1030,278,Outlet,Low,22281
22414,Kohl's,West,California,Los Angeles,Men's Athletic Footwear,43,264,1135,341,Outlet,Low,22281
22420,Kohl's,West,California,Los Angeles,Men's Athletic Footwear,42,264,1109,333,Outlet,High,22281
22532,Sports Direct,South,Texas,Dallas,Women's Apparel,34,264,898,467,Outlet,High,22281
22540,Sports Direct,South,Texas,Dallas,Men's Athletic Footwear,34,264,898,377,Outlet,Low,22281
22386,Sports Direct,South,Tennessee,Knoxville,Men's Athletic Footwear,30,264,792,396,Outlet,High,22281
22416,Sports Direct,South,Tennessee,Knoxville,Men's Athletic Footwear,37,264,977,479,Outlet,Low,22281
22530,Sports Direct,South,Alabama,Birmingham,Men's Athletic Footwear,37,264,977,537,Outlet,Low,22281
22467,West Gear,West,Idaho,Boise,Men's Street Footwear,35,264,924,425,Outlet,High,22281
22467,Foot Locker,West,Idaho,Boise,Women's Apparel,51,264,1346,794,Outlet,High,22281
22289,Foot Locker,Southeast,Georgia,Atlanta,Women's Street Footwear,24,264,634,203,Outlet,High,22281
22037,Walmart,Northeast,New York,New York,Women's Apparel,66,263,1736,642,Online,High,21915
22316,West Gear,West,California,San Francisco,Men's Street Footwear,52,263,1368,602,Online,Low,22281
22538,Sports Direct,South,Texas,Dallas,Women's Apparel,53,263,1394,878,Online,High,22281
22387,Sports Direct,South,Tennessee,Knoxville,Women's Street Footwear,36,263,947,568,Online,High,22281
22441,West Gear,Northeast,New York,Albany,Men's Street Footwear,59,263,1552,869,Online,High,22281
22508,Sports Direct,Midwest,Michigan,Detroit,Men's Street Footwear,55,263,1447,926,Online,Low,22281
22315,Sports Direct,Southeast,South Carolina,Charleston,Men's Street Footwear,34,263,894,447,Online,Low,22281
22373,Sports Direct,Southeast,North Carolina,Charlotte,Men's Street Footwear,27,263,710,383,Online,High,22281
22463,Sports Direct,Southeast,North Carolina,Charlotte,Women's Apparel,64,263,1683,1060,Online,High,22281
22128,Sports Direct,South,Texas,Houston,Men's Athletic Footwear,30,263,789,308,Outlet,Low,21915
22148,Walmart,South,Texas,Houston,Women's Athletic Footwear,26,263,684,328,Outlet,Low,21915
22293,West Gear,West,California,San Francisco,Men's Athletic Footwear,49,263,1289,309,Outlet,Low,22281
22302,West Gear,West,California,San Francisco,Men's Apparel,59,263,1552,884,Outlet,Low,22281
22316,West Gear,West,California,San Francisco,Men's Street Footwear,39,263,1026,359,Outlet,Low,22281
22522,Sports Direct,South,Alabama,Birmingham,Women's Apparel,36,263,947,625,Outlet,High,22281
22477,Walmart,Southeast,Florida,Orlando,Men's Athletic Footwear,74,263,1946,545,Outlet,High,22281
22435,West Gear,West,Idaho,Boise,Men's Athletic Footwear,35,263,921,377,Outlet,Low,22281
22449,Foot Locker,South,Mississippi,Jackson,Men's Street Footwear,31,263,815,359,Outlet,High,22281
21922,Foot Locker,Northeast,New York,New York,Men's Athletic Footwear,46,261,1201,528,Online,Low,21915
21953,Foot Locker,Northeast,New York,New York,Women's Street Footwear,46,261,1201,564,Online,Low,21915
21981,Foot Locker,Northeast,New York,New York,Women's Athletic Footwear,47,261,1227,552,Online,High,21915
22042,Walmart,Northeast,New York,New York,Men's Apparel,60,261,1566,673,Online,High,21915
22477,Walmart,Southeast,Florida,Orlando,Men's Street Footwear,83,261,2166,953,Online,Low,22281
22408,West Gear,Northeast,New York,Albany,Men's Street Footwear,50,261,1305,783,Online,Low,22281
21916,Foot Locker,Northeast,New York,New York,Men's Athletic Footwear,47,260,1222,513,Online,Low,21915
21920,Foot Locker,Northeast,New York,New York,Women's Apparel,46,260,1196,443,Online,Low,21915
21940,Foot Locker,Northeast,New York,New York,Men's Athletic Footwear,48,259,1243,535,Online,Low,21915
21952,Foot Locker,Northeast,New York,New York,Men's Athletic Footwear,50,259,1295,518,Online,High,21915
22140,Walmart,South,Texas,Houston,Men's Athletic Footwear,38,259,984,453,Online,High,21915
22158,Walmart,South,Texas,Houston,Men's Athletic Footwear,41,259,1062,478,Online,High,21915
22299,West Gear,West,California,San Francisco,Men's Athletic Footwear,66,259,1709,513,Online,Low,22281
22168,West Gear,Southeast,Florida,Miami,Women's Apparel,63,259,1632,1061,Online,High,21915
22034,Walmart,Northeast,New York,New York,Women's Street Footwear,52,258,1342,644,Online,High,21915
21992,Foot Locker,Northeast,New York,New York,Women's Street Footwear,45,257,1157,532,Online,Low,21915
22029,Foot Locker,Southeast,Florida,Miami,Men's Street Footwear,42,256,1075,624,Online,Low,21915
22289,Foot Locker,Southeast,Georgia,Atlanta,Men's Street Footwear,39,256,998,579,Online,Low,22281
22287,West Gear,West,California,San Francisco,Men's Athletic Footwear,50,256,1280,384,Outlet,High,22281
22321,West Gear,West,California,San Francisco,Women's Apparel,56,256,1434,215,Outlet,Low,22281
22324,West Gear,West,California,San Francisco,Women's Street Footwear,44,256,1126,372,Outlet,Low,22281
22327,West Gear,West,California,San Francisco,Women's Apparel,50,256,1280,218,Outlet,Low,22281
22413,Kohl's,West,California,Los Angeles,Men's Street Footwear,36,256,922,433,Outlet,High,22281
22533,Sports Direct,South,Texas,Dallas,Men's Street Footwear,30,256,768,284,Outlet,High,22281
22539,Sports Direct,South,Texas,Dallas,Men's Street Footwear,34,256,870,366,Outlet,High,22281
22546,Sports Direct,South,Texas,Dallas,Men's Athletic Footwear,43,256,1101,506,Outlet,Low,22281
22379,Sports Direct,South,Tennessee,Knoxville,Men's Street Footwear,28,256,717,337,Outlet,Low,22281
22529,Sports Direct,South,Alabama,Birmingham,Men's Street Footwear,31,256,794,421,Outlet,Low,22281
22328,Sports Direct,Southeast,Virginia,Richmond,Men's Street Footwear,26,256,666,366,Outlet,High,22281
22516,West Gear,West,Oregon,Portland,Men's Street Footwear,69,256,1766,654,Outlet,Low,22281
22516,West Gear,West,Oregon,Portland,Men's Athletic Footwear,62,256,1587,667,Outlet,Low,22281
22448,West Gear,South,Louisiana,New Orleans,Men's Street Footwear,47,256,1203,566,Outlet,Low,22281
22509,West Gear,South,Louisiana,New Orleans,Men's Athletic Footwear,57,256,1459,642,Outlet,Low,22281
22289,Foot Locker,Southeast,Georgia,Atlanta,Men's Athletic Footwear,30,256,768,307,Outlet,High,22281
22509,Walmart,South,Mississippi,Jackson,Men's Street Footwear,41,256,1050,472,Outlet,Low,22281
22122,Sports Direct,South,Texas,Houston,Men's Athletic Footwear,33,255,842,379,Online,High,21915
22163,Walmart,South,Texas,Houston,Men's Street Footwear,44,255,1122,539,Online,Low,21915
22544,Sports Direct,South,Texas,Dallas,Women's Apparel,54,255,1377,923,Online,Low,22281
22182,Foot Locker,Southeast,Florida,Miami,Men's Athletic Footwear,46,255,1173,528,Online,Low,21915
22292,West Gear,Southeast,Florida,Orlando,Men's Street Footwear,41,255,1046,575,Online,Low,22281
22503,Kohl's,West,Wyoming,Cheyenne,Men's Street Footwear,47,255,1199,767,Online,High,22281
22484,Foot Locker,Southeast,Virginia,Richmond,Men's Street Footwear,79,255,2015,1007,Online,High,22281
22484,West Gear,West,Oregon,Portland,Men's Street Footwear,79,255,2015,967,Online,High,22281
22509,West Gear,South,Louisiana,New Orleans,Men's Street Footwear,86,255,2193,1118,Online,High,22281
22121,Sports Direct,South,Texas,Houston,Men's Street Footwear,20,255,510,209,Outlet,Low,21915
22164,Walmart,South,Texas,Houston,Men's Athletic Footwear,32,255,816,302,Outlet,High,21915
22171,Walmart,South,Texas,Houston,Women's Street Footwear,39,255,995,368,Outlet,High,21915
22301,West Gear,West,California,San Francisco,Women's Athletic Footwear,52,255,1326,451,Outlet,Low,22281
22509,Walmart,Southeast,Florida,Orlando,Men's Street Footwear,68,255,1734,624,Outlet,Low,22281
22509,West Gear,South,Louisiana,New Orleans,Men's Street Footwear,73,255,1862,875,Outlet,Low,22281
22500,Foot Locker,West,Idaho,Boise,Men's Athletic Footwear,37,255,944,406,Outlet,Low,22281
22036,Walmart,Northeast,New York,New York,Men's Apparel,64,254,1626,683,Online,Low,21915
22127,Sports Direct,South,Texas,Houston,Men's Street Footwear,29,254,737,331,Online,Low,21915
22541,Sports Direct,South,Texas,Dallas,Women's Street Footwear,44,254,1118,615,Online,Low,22281
22059,Sports Direct,Southeast,Florida,Miami,Men's Athletic Footwear,51,254,1295,609,Online,High,21915
22531,Sports Direct,South,Alabama,Birmingham,Women's Street Footwear,41,254,1041,656,Online,High,22281
22303,West Gear,West,California,San Francisco,Women's Apparel,60,254,1524,335,Outlet,High,22281
22553,Sports Direct,South,Texas,Dallas,Women's Street Footwear,47,254,1194,537,Outlet,High,22281
21947,Foot Locker,Northeast,New York,New York,Women's Street Footwear,39,252,983,491,Online,High,21915
21982,Foot Locker,Northeast,New York,New York,Men's Apparel,55,252,1386,624,Online,High,21915
22027,Walmart,Northeast,New York,New York,Women's Athletic Footwear,47,252,1184,545,Online,High,21915
22028,Walmart,Northeast,New York,New York,Men's Apparel,58,252,1462,585,Online,High,21915
22035,Walmart,Northeast,New York,New York,Women's Athletic Footwear,50,252,1260,617,Online,High,21915
22401,Kohl's,West,California,Los Angeles,Men's Street Footwear,47,252,1184,616,Online,Low,22281
22176,West Gear,Southeast,Florida,Miami,Men's Athletic Footwear,55,252,1386,624,Online,Low,21915
22347,West Gear,Northeast,New York,Albany,Men's Street Footwear,44,252,1109,654,Online,High,22281
22470,Amazon,Midwest,Ohio,Columbus,Men's Street Footwear,63,252,1588,826,Online,High,22281
22329,Foot Locker,Midwest,Missouri,St. Louis,Women's Athletic Footwear,25,250,6250,2500,In-store,High,22281
22349,West Gear,West,Utah,Salt Lake City,Women's Athletic Footwear,25,250,6250,2500,In-store,Low,22281
22381,West Gear,West,Utah,Salt Lake City,Women's Athletic Footwear,20,250,5000,2000,In-store,Low,22281
22333,Amazon,Midwest,Ohio,Columbus,Women's Street Footwear,30,250,7500,3000,Online,Low,22281
22360,Amazon,Southeast,Kentucky,Louisville,Women's Street Footwear,35,250,8750,3500,Online,High,22281
22332,Walmart,South,Arkansas,Little Rock,Women's Athletic Footwear,20,250,5000,2000,Online,Low,22281
22358,Walmart,South,Arkansas,Little Rock,Men's Apparel,35,250,8750,3063,Online,High,22281
22332,West Gear,South,Oklahoma,Oklahoma City,Men's Apparel,35,250,8750,3063,Online,High,22281
22358,West Gear,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,20,250,5000,1750,Online,High,22281
22542,West Gear,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,15,250,3750,1500,Online,High,22281
22542,West Gear,South,Oklahoma,Oklahoma City,Men's Apparel,25,250,6250,2188,Online,High,22281
22296,Kohl's,South,Oklahoma,Oklahoma City,Men's Apparel,35,250,8750,3063,Online,Low,22281
22325,Kohl's,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,25,250,6250,2188,Online,High,22281
22351,Kohl's,Midwest,Kansas,Wichita,Women's Street Footwear,10,250,2500,875,Online,High,22281
22351,Kohl's,Midwest,Kansas,Wichita,Women's Apparel,25,250,6250,2188,Online,Low,22281
22412,Kohl's,Midwest,Kansas,Wichita,Women's Street Footwear,35,250,8750,3063,Online,High,22281
22535,Kohl's,Midwest,Kansas,Wichita,Women's Street Footwear,15,250,3750,1313,Online,High,22281
22440,Sports Direct,Midwest,North Dakota,Fargo,Men's Athletic Footwear,35,250,8750,2625,In-store,High,22281
22286,Foot Locker,Midwest,North Dakota,Fargo,Men's Athletic Footwear,30,250,7500,2625,In-store,Low,22281
22286,Foot Locker,Midwest,North Dakota,Fargo,Women's Street Footwear,20,250,5000,1500,In-store,High,22281
22286,Foot Locker,Midwest,North Dakota,Fargo,Women's Apparel,30,250,7500,3000,In-store,High,22281
22317,Foot Locker,Midwest,Iowa,Des Moines,Women's Apparel,15,250,3750,1500,In-store,Low,22281
22344,Foot Locker,Midwest,Iowa,Des Moines,Women's Apparel,20,250,5000,2000,In-store,Low,22281
22559,Foot Locker,Midwest,Iowa,Des Moines,Men's Athletic Footwear,35,250,8750,3063,In-store,Low,22281
22283,West Gear,Midwest,Iowa,Des Moines,Men's Athletic Footwear,30,250,7500,2625,In-store,Low,22281
22283,West Gear,Midwest,Iowa,Des Moines,Women's Street Footwear,20,250,5000,1500,In-store,Low,22281
22283,West Gear,Midwest,Iowa,Des Moines,Women's Apparel,30,250,7500,3000,In-store,High,22281
22314,West Gear,Midwest,Wisconsin,Milwaukee,Women's Apparel,15,250,3750,1500,In-store,Low,22281
22527,West Gear,Midwest,Wisconsin,Milwaukee,Men's Athletic Footwear,30,250,7500,2625,In-store,High,22281
22321,West Gear,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,25,250,6250,2188,In-store,Low,22281
22387,West Gear,Northeast,West Virginia,Charleston,Men's Athletic Footwear,30,250,7500,3000,In-store,Low,22281
22387,West Gear,Northeast,West Virginia,Charleston,Women's Street Footwear,20,250,5000,2000,In-store,High,22281
22541,West Gear,Northeast,West Virginia,Charleston,Women's Street Footwear,25,250,6250,2500,In-store,Low,22281
22377,Kohl's,Northeast,New Jersey,Newark,Women's Apparel,35,250,8750,3500,In-store,Low,22281
22316,Sports Direct,Northeast,New Jersey,Newark,Women's Street Footwear,30,250,7500,2250,In-store,High,22281
